image,severity,code,box_index,detail
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen334_jpg.rf.5ff4aa87668d70828d51a23dc9dda8d6.jpg,warning,small_box,0,box area 0.4465% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen344_jpg.rf.fa48bf41a58a909df7ccd7a0ec3b5d99.jpg,warning,small_box,0,box area 0.4384% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen355_jpg.rf.f15cf6237e96b8c9daee8d83dde3f2c2.jpg,warning,small_box,0,box area 0.4681% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen359_jpg.rf.2ed53b0e0193ede6228e3d59288fcd16.jpg,warning,small_box,0,box area 0.4364% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen368_jpg.rf.ebcfcb39ec381c0afb3f67a0e23bb065.jpg,warning,small_box,0,box area 0.4268% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen380_jpg.rf.fcc048dacc6c0d131a097866de2f15f6.jpg,warning,small_box,0,box area 0.4807% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen385_jpg.rf.4965d073729dcbd8fecfbfb6b18338ed.jpg,warning,small_box,0,box area 0.4681% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen38_jpg.rf.1e87a86591fa3c31743818f515531cd6.jpg,warning,small_box,0,box area 0.3726% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen390_jpg.rf.0cd36620b2e5f84fb36f91d4bf509d53.jpg,warning,small_box,0,box area 0.4482% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen392_jpg.rf.57bdaf54f72f325b73d968cc68d23477.jpg,warning,small_box,0,box area 0.4352% of the image is below the 0.50% threshold; plates this small are hard to learn
